Probe,GeneID,Symbol,Distance,Sides,Raw.p
cg18132787,ENSG00000119283,TRIM67,-1504722,L10,0.9185443995722581
cg18132787,ENSG00000143633,C1orf131,-1485091,L9,0.9711543987131013
cg18132787,ENSG00000116906,GNPAT,-1448305,L8,0.9993450632601535
cg18132787,ENSG00000116903,EXOC8,-1388426,L7,0.9609588318065325
cg18132787,ENSG00000010072,SPRTN,-1371255,L6,0.7706733657023421
cg18132787,ENSG00000135766,EGLN1,-1301234,L5,0.9908455964948497
cg18132787,ENSG00000116918,TSNAX,-1159754,L4,0.7841944359108224
cg18132787,ENSG00000162946,DISC1,-685006,L3,0.018101216088662372
cg18132787,ENSG00000116991,SIPA1L2,-164720,L2,0.9931527702206993
cg18132787,ENSG00000212916,MAP10,78616,L1,0.5030167331057521
cg18132787,ENSG00000135778,NTPCR,224324,R1,0.9984829656968498
cg18132787,ENSG00000135749,PCNXL2,257154,R2,0.9669350269764229
cg18132787,ENSG00000143674,MLK4,601487,R3,0.9988460247769064
cg18132787,ENSG00000135750,KCNK1,887723,R4,0.9412452806965665
cg18132787,ENSG00000183780,SLC35F3,1178652,R5,0.9999604832486105
cg18132787,ENSG00000168275,COA6,1647175,R6,0.9999947976635892
cg18132787,ENSG00000059588,TARBP1,1665032,R7,0.7841944359108224
cg18132787,ENSG00000168264,IRF2BP2,1877988,R8,0.9277789148017163
cg18132787,ENSG00000173726,TOMM20,2410624,R9,0.9998358638323221
cg18132787,ENSG00000207181,SNORA14B,2429091,R10,0.9722252982576641
cg18154117,ENSG00000183431,SF3A3,-1193343,L10,0.013101199983203114
cg18154117,ENSG00000183386,FHL3,-1178658,L9,0.9033103267277458
cg18154117,ENSG00000183520,UTP11L,-1159440,L8,0.03089571297423379
cg18154117,ENSG00000185668,POU3F1,-1137486,L7,0.4073298868235202
cg18154117,ENSG00000116954,RRAGC,-324441,L6,0.39854900585813324
cg18154117,ENSG00000214114,MYCBP,-302647,L5,0.709532243501034
cg18154117,ENSG00000158315,RHBDL2,-242465,L4,0.023783418622232086
cg18154117,ENSG00000174574,AKIRIN1,-178205,L3,0.5481506840821058
cg18154117,ENSG00000168653,NDUFS5,-149628,L2,0.10468938400993529
cg18154117,ENSG00000127603,MACF1,-0,L1,0.8966761886235485
cg18154117,ENSG00000255103,KIAA0754,226212,R1,0.8763578520429538
cg18154117,ENSG00000183682,BMP8A,307379,R2,0.7706733657023421
cg18154117,ENSG00000182109,RP11-69E11.4,338013,R3,0.1088644235883813
cg18154117,ENSG00000090621,PABPC4,376549,R4,0.00444289047243235
cg18154117,ENSG00000201457,SNORA55,383107,R5,0.5129365733038209
cg18154117,ENSG00000163909,HEYL,439886,R6,0.9999984621041833
cg18154117,ENSG00000116981,NT5C1A,474854,R7,0.922400476773492
cg18154117,ENSG00000116983,HPCAL4,494381,R8,0.9841264226781424
cg18154117,ENSG00000084072,PPIE,507915,R9,0.04809438375102424
cg18154117,ENSG00000116985,BMP8B,572915,R10,0.37252933773998353
cg18156192,ENSG00000173947,PIFO,-425197,L10,0.9992533907095718
cg18156192,ENSG00000085465,OVGP1,-350433,L9,0.4788925244262778
cg18156192,ENSG00000116455,WDR77,-328834,L8,6.306792691181896e-5
cg18156192,ENSG00000116459,ATP5F1,-315437,L7,0.0062902785920484474
cg18156192,ENSG00000143110,C1orf162,-299698,L6,0.9999951490294365
cg18156192,ENSG00000121933,ADORA3,-214248,L5,0.9999629055349132
cg18156192,ENSG00000116473,RAP1A,-61519,L4,0.9822324859913796
cg18156192,ENSG00000197852,FAM212B,-22386,L3,0.013619523903362676
cg18156192,ENSG00000064703,DDX20,-10194,L2,0.0057738161001834615
cg18156192,ENSG00000171385,KCND3,-0,L1,0.9999999231111516
cg18156192,ENSG00000143079,CTTNBP2NL,617968,R1,0.6884718954057161
cg18156192,ENSG00000134245,WNT2B,688328,R2,0.00860947961833709
cg18156192,ENSG00000007341,ST7L,745305,R3,0.0062902785920484474
cg18156192,ENSG00000116489,CAPZA1,840960,R4,0.03419578993633597
cg18156192,ENSG00000155363,MOV10,894928,R5,0.15909825344665549
cg18156192,ENSG00000155366,RHOC,922893,R6,0.5601060167888987
cg18156192,ENSG00000155367,PPM1J,931781,R7,0.0033165682545879564
cg18156192,ENSG00000184599,FAM19A3,942206,R8,0.643239596219813
cg18156192,ENSG00000155380,SLC16A1,1133634,R9,0.013619523903362676
cg18156192,ENSG00000229020,AKR7A2P1,1145210,R10,0.00860947961833709
cg18161025,ENSG00000116161,CACYBP,-2163441,L10,3.490971773737991e-8
cg18161025,ENSG00000120333,MRPS14,-2151731,L9,1.707083203289954e-5
cg18161025,ENSG00000120332,TNN,-2027090,L8,0.9902715920384826
cg18161025,ENSG00000235750,KIAA0040,-1982157,L7,0.9999778117468237
cg18161025,ENSG00000116147,TNR,-1431386,L6,0.999430757618453
cg18161025,ENSG00000252906,SCARNA3,-1206616,L5,0.5120665585214281
cg18161025,ENSG00000143207,RFWD2,-967663,L4,1.3644410230631831e-8
cg18161025,ENSG00000116183,PAPPA2,-329557,L3,0.41309756325760094
cg18161025,ENSG00000152092,ASTN1,-10183,L2,0.868567833673082
cg18161025,ENSG00000198797,BRINP2,-0,L1,0.9934886241577974
cg18161025,ENSG00000120341,SEC16B,748796,R1,0.7819735474171514
cg18161025,ENSG00000224687,RASAL2-AS1,916348,R2,0.43691325910808537
cg18161025,ENSG00000075391,RASAL2,918569,R3,0.8882865158641496
cg18161025,ENSG00000240021,TEX35,1337917,R4,0.0034730342695546866
cg18161025,ENSG00000213057,C1orf220,1367592,R5,2.215448247991053e-6
cg18161025,ENSG00000116191,RALGPS2,1550005,R6,0.04734306221353584
cg18161025,ENSG00000116194,ANGPTL1,1674545,R7,0.99999997290842
cg18161025,ENSG00000116199,FAM20B,1850644,R8,1.47222312754061e-7
cg18161025,ENSG00000186283,TOR3A,1906217,R9,0.0019345217490458783
cg18161025,ENSG00000143322,ABL2,1924167,R10,0.5
cg18165065,ENSG00000116273,PHF13,-1446571,L10,0.006157467050282038
cg18165065,ENSG00000041988,THAP3,-1435018,L9,0.1267588140494696
cg18165065,ENSG00000007923,DNAJC11,-1368680,L8,1.896423407914729e-4
cg18165065,ENSG00000171735,CAMTA1,-300898,L7,0.09668967327225425
cg18165065,ENSG00000049245,VAMP3,-289172,L6,0.9999551831125021
cg18165065,ENSG00000049246,PER3,-225427,L5,0.9318476976755296
cg18165065,ENSG00000049247,UTS2,-217092,L4,0.9999053922207745
cg18165065,ENSG00000049249,TNFRSF9,-129738,L3,0.9999998844097762
cg18165065,ENSG00000116288,PARK7,-85099,L2,0.25288223608197213
cg18165065,ENSG00000116285,ERRFI1,-44296,L1,0.9721362677089395
cg18165065,ENSG00000162426,SLC45A1,247219,R1,0.9981565043931102
cg18165065,ENSG00000142599,RERE,281790,R2,0.2626491065203855
cg18165065,ENSG00000074800,ENO1,790394,R3,0.05700338690683136
cg18165065,ENSG00000131686,CA6,875259,R4,0.03446764054801587
cg18165065,ENSG00000197241,SLC2A7,932692,R5,0.2731961739292075
cg18165065,ENSG00000142583,SLC2A5,964499,R6,0.9994107957618613
cg18165065,ENSG00000180758,GPR157,1029697,R7,0.9790318261175142
cg18165065,ENSG00000049239,H6PD,1164167,R8,0.9770516317112067
cg18165065,ENSG00000171621,SPSB1,1222272,R9,0.9471952811790839
cg18165065,ENSG00000171612,SLC25A33,1468874,R10,2.890154730098712e-7
cg18166959,ENSG00000143632,ACTA1,-1310238,L10,0.010335234343767723
cg18166959,ENSG00000069248,NUP133,-1235980,L9,0.001632716001867341
cg18166959,ENSG00000135776,ABCB10,-1185641,L8,0.31420654795973235
cg18166959,ENSG00000135801,TAF5L,-1118289,L7,0.07222108519828374
cg18166959,ENSG00000135763,URB2,-1084137,L6,0.002889239208669839
cg18166959,ENSG00000143641,GALNT2,-462213,L5,0.13809597614016914
cg18166959,ENSG00000177614,PGBD5,-318608,L4,0.09286239763341596
cg18166959,ENSG00000135775,COG2,-50355,L3,7.086070178659758e-4
cg18166959,ENSG00000135744,AGT,-30040,L2,0.9866418090504863
cg18166959,ENSG00000135773,CAPN9,3044,L1,0.034400673695520745
cg18166959,ENSG00000119280,C1orf198,92779,R1,0.4073298868235202
cg18166959,ENSG00000143643,TTC13,161903,R2,0.8277311988362456
cg18166959,ENSG00000173409,ARV1,234641,R3,0.045868647208414284
cg18166959,ENSG00000182118,FAM89A,274618,R4,0.6640225074942866
cg18166959,ENSG00000119283,TRIM67,417772,R5,0.35267949344203176
cg18166959,ENSG00000143633,C1orf131,479423,R6,1.5943647547507657e-4
cg18166959,ENSG00000116906,GNPAT,496867,R7,0.08554590931786143
cg18166959,ENSG00000116903,EXOC8,588394,R8,0.3442907837411372
cg18166959,ENSG00000010072,SPRTN,592764,R9,7.864814455025496e-4
cg18166959,ENSG00000135766,EGLN1,619411,R10,0.008434270843456135
cg18183701,ENSG00000234996,RP11-480I12.7,-297354,L10,0.006424970642398497
cg18183701,ENSG00000183155,RABIF,-283460,L9,0.006847229779300732
cg18183701,ENSG00000117153,KLHL12,-243959,L8,0.05614326915892574
cg18183701,ENSG00000159346,ADIPOR1,-214023,L7,0.9298359894625096
cg18183701,ENSG00000159348,CYB5R1,-205315,L6,0.9890256903916272
cg18183701,ENSG00000163444,TMEM183A,-147747,L5,0.1019712170831791
cg18183701,ENSG00000143847,PPFIA4,-93855,L4,0.7543154692420923
cg18183701,ENSG00000122180,MYOG,-86559,L3,0.9391447557131346
cg18183701,ENSG00000163485,ADORA1,-5190,L2,0.9999973464178036
cg18183701,ENSG00000133055,MYBPH,-0,L1,0.9884076445140577
cg18183701,ENSG00000133048,CHI3L1,6333,R1,0.9256759316848366
cg18183701,ENSG00000133063,CHIT1,40229,R2,0.9511447833439765
cg18183701,ENSG00000159388,BTG2,132893,R3,0.8824292553840022
cg18183701,ENSG00000122176,FMOD,168030,R4,0.9993787318269036
cg18183701,ENSG00000188783,PRELP,303230,R5,0.99917169407769
cg18183701,ENSG00000188770,OPTC,321545,R6,0.9102518028120994
cg18183701,ENSG00000058668,ATP2B4,453963,R7,0.9999242239192433
cg18183701,ENSG00000221643,SNORA77,556983,R8,0.041079718296884726
cg18183701,ENSG00000122188,LAX1,592578,R9,0.8794204587176051
cg18183701,ENSG00000058673,ZC3H11A,623056,R10,0.7121172440696868
cg18190310,ENSG00000180875,GREM2,-1632515,L10,0.9784667353654554
cg18190310,ENSG00000182901,RGS7,-887434,L9,0.7997467053807326
cg18190310,ENSG00000091483,FH,-724903,L8,0.7273945698236055
cg18190310,ENSG00000117009,KMO,-649020,L7,0.9999218845629767
cg18190310,ENSG00000203668,CHML,-608732,L6,0.6188553954689979
cg18190310,ENSG00000054277,OPN3,-567286,L5,0.9896645363739887
cg18190310,ENSG00000162843,WDR64,-442529,L4,0.9783320797003523
cg18190310,ENSG00000174371,EXO1,-349514,L3,0.016484690622110037
cg18190310,ENSG00000197769,MAP1LC3C,-245589,L2,0.997497268708463
cg18190310,ENSG00000180287,PLD5,-0,L1,0.9998486449935332
cg18190310,ENSG00000143702,CEP170,879763,R1,0.5779333987417289
cg18190310,ENSG00000054282,SDCCAG8,1011353,R2,0.8199015518114668
cg18190310,ENSG00000117020,AKT3,1243568,R3,0.9808654493874552
cg18190310,ENSG00000179456,ZBTB18,1806618,R4,0.8853845114658891
cg18190310,ENSG00000173728,C1orf100,2107970,R5,0.04202677961009234
cg18190310,ENSG00000035687,ADSS,2163829,R6,0.013619523903362676
cg18190310,ENSG00000179397,C1orf101,2209712,R7,0.03476797175627267
cg18190310,ENSG00000121644,DESI2,2408270,R8,0.003974515436849454
cg18190310,ENSG00000203667,COX20,2590657,R9,0.0764734927598955
cg18190310,ENSG00000188206,HNRNPU-AS1,2595973,R10,0.07118684297893901
cg18231025,ENSG00000187889,C1orf168,-2288101,L10,0.9766848347832578
cg18231025,ENSG00000157131,C8A,-2189576,L9,0.9999905131138185
cg18231025,ENSG00000021852,C8B,-2141657,L8,0.9998657823889454
cg18231025,ENSG00000173406,DAB1,-561064,L7,0.9920290808136901
cg18231025,ENSG00000162600,OMA1,-560996,L6,0.1019712170831791
cg18231025,ENSG00000184292,TACSTD2,-530304,L5,0.03362646946420242
cg18231025,ENSG00000185839,RP4-592A1.2,-476268,L4,0.76606297556676894
cg18231025,ENSG00000162601,MYSM1,-407706,L3,0.03196514897018511
cg18231025,ENSG00000177606,JUN,-323685,L2,0.9794100033607395
cg18231025,ENSG00000224609,RP11-470E16.1,24135,L1,0.7277412280818711
cg18231025,ENSG00000172456,FGGY,188837,R1,0.5180943628575814
cg18231025,ENSG00000134709,HOOK1,706985,R2,0.07866988169523798
cg18231025,ENSG00000134716,CYP2J2,785507,R3,0.809805687762525
cg18231025,ENSG00000162598,C1orf87,879468,R4,0.9998902080662685
cg18231025,ENSG00000162599,NFIA,1757458,R5,0.40147050051124916
cg18231025,ENSG00000162604,TM2D1,2573245,R6,0.5926701131764798
cg18231025,ENSG00000132849,INADL,2634676,R7,0.10332381137645151
cg18231025,ENSG00000240563,L1TD1,3087030,R8,0.9999999718436797
cg18231025,ENSG00000132854,KANK4,3129178,R9,0.999972170006938
cg18231025,ENSG00000162607,USP1,3328495,R10,0.006847229779300732
cg18270687,ENSG00000185090,MANEAL,-769172,L10,0.84812348967622
cg18270687,ENSG00000196449,YRDC,-762124,L9,0.002232628936163203
cg18270687,ENSG00000197982,C1orf122,-760855,L8,0.018784668816776023
cg18270687,ENSG00000188786,MTF1,-710689,L7,0.8716625082850056
cg18270687,ENSG00000204084,INPP5B,-623252,L6,0.3611414813580961
cg18270687,ENSG00000183431,SF3A3,-579388,L5,0.1922544443256706
cg18270687,ENSG00000183386,FHL3,-564703,L4,0.3332238848884781
cg18270687,ENSG00000183520,UTP11L,-545485,L3,0.02254019123178385
cg18270687,ENSG00000185668,POU3F1,-523531,L2,0.048093782897589185
cg18270687,ENSG00000116954,RRAGC,267886,L1,0.7519285251492561
cg18270687,ENSG00000214114,MYCBP,292652,R1,0.5630867408919147
cg18270687,ENSG00000158315,RHBDL2,315495,R2,0.09161186364580783
cg18270687,ENSG00000174574,AKIRIN1,420911,R3,0.008969498211097384
cg18270687,ENSG00000168653,NDUFS5,456006,R4,0.14487594061954165
cg18270687,ENSG00000127603,MACF1,511004,R5,0.938539435316751
cg18270687,ENSG00000255103,KIAA0754,840167,R6,0.1088644235883813
cg18270687,ENSG00000183682,BMP8A,921334,R7,0.01054471339019446
cg18270687,ENSG00000182109,RP11-69E11.4,951968,R8,0.001408875678689537
cg18270687,ENSG00000090621,PABPC4,990504,R9,0.1117134841358504
cg18270687,ENSG00000201457,SNORA55,997062,R10,0.32736083318077164
cg18345456,ENSG00000123685,BATF3,-1302367,L10,0.999996340721066
cg18345456,ENSG00000117697,NSL1,-1210570,L9,0.012600013727356016
cg18345456,ENSG00000203705,TATDN3,-1185726,L8,0.0012756141805066949
cg18345456,ENSG00000185523,C1orf227,-1154703,L7,0.17185955591479665
cg18345456,ENSG00000198468,FLVCR1-AS1,-1144264,L6,0.02174218318546085
cg18345456,ENSG00000162769,FLVCR1,-1102989,L5,2.8958557655445334e-9
cg18345456,ENSG00000143494,VASH2,-1010315,L4,0.9429966130931686
cg18345456,ENSG00000174606,ANGEL2,-986526,L3,6.706214426420127e-5
cg18345456,ENSG00000136643,RPS6KC1,-727578,L2,3.5701263318552984e-10
cg18345456,ENSG00000117707,PROX1,-0,L1,0.6884718954057161
cg18345456,ENSG00000143499,SMYD2,278748,R1,0.10468938400993529
cg18345456,ENSG00000152104,PTPN14,346342,R2,0.006157467050282038
cg18345456,ENSG00000117724,CENPF,600841,R3,1.553381034300261e-8
cg18345456,ENSG00000082482,KCNK2,1003421,R4,6.631582201960979e-6
cg18345456,ENSG00000136636,KCTD3,1565038,R5,2.851108120460816e-6
cg18345456,ENSG00000042781,USH2A,1620539,R6,0.001408378493643136
cg18345456,ENSG00000196482,ESRRG,2500891,R7,0.003799900334658418
cg18345456,ENSG00000092978,GPATCH2,3424637,R8,1.47222312754061e-7
cg18345456,ENSG00000162814,SPATA17,3628969,R9,0.7373508934796145
cg18345456,ENSG00000067533,RRP15,4282932,R10,2.060373479809633e-6
cg18381395,ENSG00000162885,B3GALNT2,-1256541,L10,9.99905386806325e-6
cg18381395,ENSG00000168243,GNG4,-1110268,L9,0.24330997503154686
cg18381395,ENSG00000143669,LYST,-877382,L8,0.9774598087682161
cg18381395,ENSG00000116962,NID1,-695860,L7,0.9974877989754402
cg18381395,ENSG00000077585,GPR137B,-539157,L6,0.9471952811790839
cg18381395,ENSG00000086619,ERO1LB,-479003,L5,0.8911355764116187
cg18381395,ENSG00000186197,EDARADD,-276108,L4,0.011879372492145211
cg18381395,ENSG00000116977,LGALS8,-208041,L3,0.18009844818853313
cg18381395,ENSG00000119285,HEATR1,-156518,L2,1.842621028086306e-4
cg18381395,ENSG00000077522,ACTN2,-0,L1,0.9976058838297187
cg18381395,ENSG00000116984,MTR,34285,R1,0.3442907837411372
cg18381395,ENSG00000198626,RYR2,281180,R2,0.9721362677089395
cg18381395,ENSG00000237250,RP11-193H5.1,1101150,R3,0.014993073928852083
cg18381395,ENSG00000116996,ZP4,1121380,R4,0.3741237937389931
cg18381395,ENSG00000215808,LINC01139,1719359,R5,0.06306824092180872
cg18381395,ENSG00000133019,CHRM3,2625540,R6,3.5936648059696194e-5
cg18381395,ENSG00000155816,FMN2,3253323,R7,0.9920922597481575
cg18381395,ENSG00000180875,GREM2,3728548,R8,0.9987253029648996
cg18381395,ENSG00000182901,RGS7,4007229,R9,0.982031487548396
cg18381395,ENSG00000091483,FH,4736578,R10,0.013101199983203114
cg18395632,ENSG00000152332,UHMK1,-2845620,L10,0.2726054301763945
cg18395632,ENSG00000117143,UAP1,-2775412,L9,0.2626491065203855
cg18395632,ENSG00000162733,DDR2,-2587849,L8,0.9721362677089395
cg18395632,ENSG00000132196,HSD17B7,-2562432,L7,0.012600013727356016
cg18395632,ENSG00000185860,C1orf110,-2506434,L6,8.271801106663012e-4
cg18395632,ENSG00000117152,RGS4,-2298447,L5,0.9962848014777661
cg18395632,ENSG00000232995,RP11-267N12.3,-2053355,L4,0.9954577228515196
cg18395632,ENSG00000143228,NUF2,-2019485,L3,1.102047249545882e-6
cg18395632,ENSG00000185630,PBX1,-476506,L2,1.2321338127736812e-6
cg18395632,ENSG00000162761,LMX1A,-19087,L1,0.23817287022965747
cg18395632,ENSG00000143171,RXRG,25117,R1,0.9438794315382723
cg18395632,ENSG00000237463,RP11-280O1.2,101036,R2,0.8749278498838532
cg18395632,ENSG00000162763,LRRC52,168202,R3,0.9552408191109658
cg18395632,ENSG00000143198,MGST3,255056,R4,0.9881206275078548
cg18395632,ENSG00000143149,ALDH9A1,286411,R5,5.404099412161184e-5
cg18395632,ENSG00000143183,TMCO1,350990,R6,0.014993370708144806
cg18395632,ENSG00000143179,UCK2,451726,R7,0.004345450836710299
cg18395632,ENSG00000188859,FAM78B,681632,R8,0.6749826677138815
cg18395632,ENSG00000215834,FMO9P,1227870,R9,0.15132382014873216
cg18395632,ENSG00000143157,POGK,1463639,R10,0.009154403505150331
cg18437839,ENSG00000116852,KIF21B,-452884,L10,0.9999999863555897
cg18437839,ENSG00000081248,CACNA1S,-364018,L9,0.8572412442648709
cg18437839,ENSG00000116857,TMEM9,-305010,L8,0.39854900585813324
cg18437839,ENSG00000163395,IGFN1,-247632,L7,0.78325840918504
cg18437839,ENSG00000081277,PKP1,-143591,L6,5.581404283962638e-11
cg18437839,ENSG00000118194,TNNT2,-98822,L5,0.001911326662870178
cg18437839,ENSG00000159166,LAD1,-76976,L4,3.029854647195261e-9
cg18437839,ENSG00000159173,TNNI1,-46718,L3,8.16443259918397e-7
cg18437839,ENSG00000174307,PHLDA3,-7347,L2,0.02835112969632234
cg18437839,ENSG00000159176,CSRP1,6943,L1,0.9822324859913796
cg18437839,ENSG00000223396,RPS10P7,42116,R1,1.651636057372974e-5
cg18437839,ENSG00000134369,NAV1,146696,R2,5.238843811492952e-5
cg18437839,ENSG00000198700,IPO9,352554,R3,1.5943647547507657e-4
cg18437839,ENSG00000198892,SHISA4,412093,R4,0.9922356519549477
cg18437839,ENSG00000163431,LMOD1,419865,R5,0.9999998976542138
cg18437839,ENSG00000134375,TIMM17A,478904,R6,0.0293472210544821
cg18437839,ENSG00000176393,RNPEP,505785,R7,0.04809438375102424
cg18437839,ENSG00000163435,ELF3,531358,R8,0.20489956728625233
cg18437839,ENSG00000170075,GPR37L1,646271,R9,1.4607470728151867e-4
cg18437839,ENSG00000143862,ARL8A,656817,R10,0.5180943628575814
cg18766795,ENSG00000116161,CACYBP,-2270409,L10,3.709446508680702e-5
cg18766795,ENSG00000120333,MRPS14,-2258699,L9,2.382789626272679e-4
cg18766795,ENSG00000120332,TNN,-2134058,L8,0.9999998405484173
cg18766795,ENSG00000235750,KIAA0040,-2089125,L7,0.9999947976635892
cg18766795,ENSG00000116147,TNR,-1538354,L6,0.999995765556588
cg18766795,ENSG00000252906,SCARNA3,-1313584,L5,0.16385833235971298
cg18766795,ENSG00000143207,RFWD2,-1074631,L4,6.633488109484096e-6
cg18766795,ENSG00000116183,PAPPA2,-436525,L3,0.37243144289664043
cg18766795,ENSG00000152092,ASTN1,-117151,L2,0.9999764050611414
cg18766795,ENSG00000198797,BRINP2,-0,L1,0.9999999991466492
cg18766795,ENSG00000120341,SEC16B,641828,R1,0.9913905203816629
cg18766795,ENSG00000224687,RASAL2-AS1,809380,R2,0.9711543987131013
cg18766795,ENSG00000075391,RASAL2,811601,R3,0.9964491424584144
cg18766795,ENSG00000240021,TEX35,1230949,R4,0.002008174272282811
cg18766795,ENSG00000213057,C1orf220,1260624,R5,0.0993047755375895
cg18766795,ENSG00000116191,RALGPS2,1443037,R6,0.06521859550401005
cg18766795,ENSG00000116194,ANGPTL1,1567577,R7,0.9999995651383806
cg18766795,ENSG00000116199,FAM20B,1743676,R8,2.593466292232496e-4
cg18766795,ENSG00000186283,TOR3A,1799249,R9,1.0227638827485614e-6
cg18766795,ENSG00000143322,ABL2,1817199,R10,0.8372078644870113
cg18787437,ENSG00000162458,FBLIM1,-386583,L10,0.002340887263690246
cg18787437,ENSG00000179743,RP11-169K16.9,-325030,L9,0.6303285427331047
cg18787437,ENSG00000065526,SPEN,-232717,L8,0.0038863292483895663
cg18787437,ENSG00000116809,ZBTB17,-197045,L7,0.027383335334764388
cg18787437,ENSG00000183888,C1orf64,-164370,L6,0.7836011926329465
cg18787437,ENSG00000173641,HSPB7,-153583,L5,0.9958437176129203
cg18787437,ENSG00000186510,CLCNKA,-139127,L4,0.9711923265873589
cg18787437,ENSG00000184908,CLCNKB,-115869,L3,0.980529821199453
cg18787437,ENSG00000185519,FAM131C,-99545,L2,0.6360226148687268
cg18787437,ENSG00000142627,EPHA2,-17090,L1,9.943205650125899e-5
cg18787437,ENSG00000142632,ARHGEF19,24674,R1,0.19641545464161728
cg18787437,ENSG00000132881,RSG1,58520,R2,0.1646598264131676
cg18787437,ENSG00000037637,FBXO42,73659,R3,0.0941255083637881
cg18787437,ENSG00000055070,SZRD1,179395,R4,0.00776434804505235
cg18787437,ENSG00000187144,SPATA21,213937,R5,0.05249316407181726
cg18787437,ENSG00000157191,NECAP2,267492,R6,0.5601060167888987
cg18787437,ENSG00000080947,CROCCP3,294256,R7,0.6188553954689979
cg18787437,ENSG00000219481,NBPF1,389139,R8,0.8238439089737202
cg18787437,ENSG00000215908,CROCCP2,445076,R9,0.2270406783781521
cg18787437,ENSG00000268869,ESPNP,514159,R10,0.8773313909928556
cg18795022,ENSG00000215788,TNFRSF25,-1061154,L10,0.001799458556798751
cg18795022,ENSG00000171680,PLEKHG5,-1007288,L9,0.010129843407113412
cg18795022,ENSG00000162408,NOL9,-972814,L8,0.0020787317981864886
cg18795022,ENSG00000173662,TAS1R1,-947592,L7,0.044419825816018346
cg18795022,ENSG00000204859,ZBTB48,-938069,L6,0.011879372492145211
cg18795022,ENSG00000162413,KLHL21,-912742,L5,0.013101199983203114
cg18795022,ENSG00000116273,PHF13,-903316,L4,4.153461621787578e-4
cg18795022,ENSG00000041988,THAP3,-891763,L3,0.0056507306299366355
cg18795022,ENSG00000007923,DNAJC11,-825425,L2,6.306792691181896e-5
cg18795022,ENSG00000171735,CAMTA1,-0,L1,0.09286239763341596
cg18795022,ENSG00000049245,VAMP3,243917,R1,0.683105188545138
cg18795022,ENSG00000049246,PER3,256968,R2,0.20489956728625233
cg18795022,ENSG00000049247,UTS2,315731,R3,0.9260031993980035
cg18795022,ENSG00000049249,TNFRSF9,392495,R4,0.9822324859913796
cg18795022,ENSG00000116288,PARK7,426939,R5,0.004345450836710299
cg18795022,ENSG00000116285,ERRFI1,477052,R6,0.3583131890058263
cg18795022,ENSG00000162426,SLC45A1,790474,R7,0.9984452632561943
cg18795022,ENSG00000142599,RERE,825045,R8,0.5361515219958192
cg18795022,ENSG00000074800,ENO1,1333649,R9,1.7902483551194106e-4
cg18795022,ENSG00000131686,CA6,1418514,R10,0.2002532946192674
cg18857402,ENSG00000203668,CHML,-2463873,L10,0.0034711600511642352
cg18857402,ENSG00000054277,OPN3,-2422427,L9,0.9999507746479439
cg18857402,ENSG00000162843,WDR64,-2297670,L8,0.9997094357574889
cg18857402,ENSG00000174371,EXO1,-2204655,L7,1.6602562797273418e-7
cg18857402,ENSG00000197769,MAP1LC3C,-2100730,L6,0.999999997740342
cg18857402,ENSG00000180287,PLD5,-1575107,L5,0.9993029574056465
cg18857402,ENSG00000143702,CEP170,-844455,L4,0.48491978381201223
cg18857402,ENSG00000054282,SDCCAG8,-599711,L3,0.12519370878425473
cg18857402,ENSG00000117020,AKT3,-248724,L2,0.2878827559303132
cg18857402,ENSG00000179456,ZBTB18,-42327,L1,0.5421559059275673
cg18857402,ENSG00000173728,C1orf100,252829,R1,0.505636687332843
cg18857402,ENSG00000035687,ADSS,308688,R2,3.25010039937488e-7
cg18857402,ENSG00000179397,C1orf101,354571,R3,0.598532985612188
cg18857402,ENSG00000121644,DESI2,553129,R4,6.027234865817428e-7
cg18857402,ENSG00000203667,COX20,735516,R5,0.014993370708144806
cg18857402,ENSG00000188206,HNRNPU-AS1,740832,R6,0.08673439339457219
cg18857402,ENSG00000153187,HNRNPU,751360,R7,5.202336410814307e-6
cg18857402,ENSG00000203666,EFCAB2,869899,R8,0.999977078135954
cg18857402,ENSG00000162849,KIF26B,1055179,R9,0.7017127801441697
cg18857402,ENSG00000185420,SMYD3,1649534,R10,0.07432406831516339
cg18876728,ENSG00000152104,PTPN14,-3831302,L10,5.574264758336056e-5
cg18876728,ENSG00000117724,CENPF,-3719163,L9,0.002956820082683686
cg18876728,ENSG00000082482,KCNK2,-3146658,L8,0.8138850660895611
cg18876728,ENSG00000136636,KCTD3,-2761945,L7,0.3223003241936113
cg18876728,ENSG00000042781,USH2A,-1960356,L6,0.09539804450396783
cg18876728,ENSG00000196482,ESRRG,-1245997,L5,0.7566931733416555
cg18876728,ENSG00000092978,GPATCH2,-752670,L4,0.31152810459428393
cg18876728,ENSG00000162814,SPATA17,-512056,L3,0.7841952677913282
cg18876728,ENSG00000067533,RRP15,-45769,L2,2.98357839491582e-4
cg18876728,ENSG00000092969,TGFB2,-0,L1,0.7446940972691967
cg18876728,ENSG00000143353,LYPLAL1,790089,R1,0.9224342156364429
cg18876728,ENSG00000196660,SLC30A10,1301672,R2,0.02929412162644398
cg18876728,ENSG00000136628,EPRS,1584846,R3,0.1722688011637544
cg18876728,ENSG00000162813,BPNT1,1673727,R4,0.06426277493037189
cg18876728,ENSG00000067704,IARS2,1710347,R5,0.07432406831516339
cg18876728,ENSG00000118873,RAB3GAP2,1764538,R6,0.03251122475609193
